trip_id,taxi_id,start_latitude,start_longitude,end_latitude,end_longitude,distance_km
1377966324620000372,20000372,41.1518,-8.64752,41.1518,-8.64752,0.0
1377988621620000276,20000276,39.6925,-8.78123,39.6925,-8.78123,0.0
1378757569620000648,20000648,41.1485,-8.58566,41.1485,-8.58566,0.0
1378819214620000186,20000186,41.1686,-8.61331,41.1686,-8.61331,0.0
1378832163620000616,20000616,41.1546,-8.64911,41.1546,-8.64911,0.0
1378891786620000303,20000303,41.1378,-8.61251,41.1378,-8.61251,0.0
1379175004620000602,20000602,41.1696,-8.5893,41.1696,-8.5893,0.0
1379357252620000166,20000166,41.2482,-8.65862,41.2482,-8.65862,0.0
1379697759620000523,20000523,41.1669,-8.61319,41.1669,-8.61319,0.0
1379775929620000329,20000329,41.1557,-8.64377,41.1557,-8.64377,0.0
1379952628620000543,20000543,41.1797,-8.68038,41.1797,-8.68038,0.0
1379956458620000158,20000158,41.1601,-8.64248,41.1601,-8.64248,0.0
1380739344620000167,20000167,41.1709,-8.58073,41.1709,-8.58073,0.0
1380803912620000128,20000128,41.1578,-8.64125,41.1578,-8.64125,0.0
1381000744620000360,20000360,41.1598,-8.63988,41.1598,-8.63988,0.0
1381151893620000695,20000695,41.1627,-8.59125,41.1627,-8.59125,0.0
1382110717620000099,20000099,41.1609,-8.59732,41.1609,-8.59732,0.0
1391278314620000389,20000389,41.1544,-8.65525,41.1544,-8.65525,0.0
1391353835620000092,20000092,41.1914,-8.57586,41.1914,-8.57586,0.0
1391531061620000330,20000330,41.1647,-8.63779,41.1647,-8.63779,0.0
1391674467620000596,20000596,41.1506,-8.64774,41.1506,-8.64774,0.0
1391973815620000137,20000137,41.1661,-8.56974,41.1661,-8.56974,0.0
1392034307620000488,20000488,41.1665,-8.65537,41.1665,-8.65537,0.0
1392057669620000674,20000674,41.1735,-8.5804,41.1735,-8.5804,0.0
1392116864620000482,20000482,41.1612,-8.6048,41.1612,-8.6048,0.0
1392124585620000101,20000101,41.1511,-8.64528,41.1511,-8.64528,0.0
1392532654620000424,20000424,41.1465,-8.61401,41.1465,-8.61401,0.0
1392568898620000295,20000295,41.1737,-8.65462,41.1737,-8.65462,0.0
1392637242620000053,20000053,41.1439,-8.6157,41.1439,-8.6157,0.0
1392644995620000448,20000448,41.1525,-8.63618,41.1525,-8.63618,0.0
1392906486620000663,20000663,41.1454,-8.61095,41.1454,-8.61095,0.0
1392966426620000328,20000328,41.1744,-8.64892,41.1744,-8.64892,0.0
1393035668620000576,20000576,41.1468,-8.6061,41.1468,-8.6061,0.0
1393168787620000609,20000609,41.3844,-8.05649,41.3844,-8.05649,0.0
1393583060620000304,20000304,41.1376,-8.61965,41.1376,-8.61965,0.0
1393843147620000036,20000036,41.1662,-8.68589,41.1662,-8.68589,0.0
1393953031620000026,20000026,41.1452,-8.61062,41.1452,-8.61062,0.0
1394284327620000129,20000129,41.146,-8.61249,41.146,-8.61249,0.0
1395055324620000315,20000315,41.1447,-8.60644,41.1447,-8.60644,0.0
1395055348620000315,20000315,41.1447,-8.60644,41.1447,-8.60644,0.0
1395055359620000315,20000315,41.1447,-8.60644,41.1447,-8.60644,0.0
1395392341620000044,20000044,41.1754,-8.62774,41.1754,-8.62774,0.0
1391256114620000014,20000014,41.1662,-8.68584,41.1662,-8.68585,0.001
1391269190620000616,20000616,41.147,-8.61782,41.147,-8.61782,0.001
1391274543620000076,20000076,41.1868,-8.67923,41.1868,-8.67922,0.001
1391274661620000540,20000540,41.1494,-8.59989,41.1494,-8.5999,0.001
1391275687620000453,20000453,41.1835,-8.60154,41.1835,-8.60155,0.001
1391326804620000665,20000665,41.1628,-8.59048,41.1628,-8.59048,0.001
1391403693620000432,20000432,41.1551,-8.66524,41.1551,-8.66524,0.001
1391422892620000665,20000665,41.1518,-8.60968,41.1518,-8.60969,0.001
1391444739620000226,20000226,41.1576,-8.67806,41.1576,-8.67807,0.001
1391488761620000617,20000617,41.2378,-8.67029,41.2378,-8.6703,0.001
1391498697620000172,20000172,41.1564,-8.67515,41.1564,-8.67515,0.001
1391499402620000432,20000432,41.1637,-8.65986,41.1637,-8.65986,0.001
1391524347620000225,20000225,41.1686,-8.58522,41.1686,-8.58522,0.001
1391562266620000598,20000598,41.1525,-8.64904,41.1525,-8.64904,0.001
1391677021620000432,20000432,41.1639,-8.64027,41.1639,-8.64027,0.001
1391770676620000616,20000616,41.1525,-8.6481,41.1525,-8.64809,0.001
1391792269620000435,20000435,41.1706,-8.60845,41.1706,-8.60845,0.001
1391838948620000496,20000496,41.1684,-8.58294,41.1684,-8.58295,0.001
1391870153620000596,20000596,41.1533,-8.65477,41.1533,-8.65478,0.001
1391898964620000663,20000663,41.1569,-8.67921,41.1569,-8.67922,0.001
1391972004620000026,20000026,41.1452,-8.61056,41.1452,-8.61057,0.001
1391990707620000529,20000529,41.1662,-8.63923,41.1662,-8.63924,0.001
1392023610620000080,20000080,41.1472,-8.60217,41.1472,-8.60218,0.001
1392024462620000049,20000049,41.1732,-8.61684,41.1732,-8.61685,0.001
1392032744620000901,20000901,41.2144,-8.62393,41.2144,-8.62393,0.001
1392110542620000094,20000094,41.1552,-8.65388,41.1552,-8.65387,0.001
1392136540620000455,20000455,41.1533,-8.6593,41.1533,-8.65931,0.001
1392149378620000616,20000616,41.1677,-8.65376,41.1677,-8.65375,0.001
1392149454620000616,20000616,41.1677,-8.65376,41.1677,-8.65375,0.001
1392201477620000604,20000604,41.1274,-8.62184,41.1275,-8.62185,0.001
1392209524620000901,20000901,41.1861,-8.59683,41.1861,-8.59682,0.001
1392233912620000527,20000527,41.1784,-8.57893,41.1784,-8.57893,0.001
1392287147620000036,20000036,41.1538,-8.67603,41.1538,-8.67603,0.001
1392301114620000349,20000349,41.1696,-8.62816,41.1696,-8.62815,0.001
1392392240620000036,20000036,41.1537,-8.67904,41.1537,-8.67904,0.001
1392393096620000276,20000276,41.1704,-8.61029,41.1704,-8.61028,0.001
1392483477620000077,20000077,41.1472,-8.61791,41.1472,-8.6179,0.001
1392535829620000199,20000199,41.1709,-8.67035,41.1709,-8.67036,0.001
1392576503620000146,20000146,41.1631,-8.58427,41.1631,-8.58428,0.001
1392608399620000571,20000571,41.1894,-8.55374,41.1894,-8.55374,0.001
1392640807620000372,20000372,41.1568,-8.66825,41.1568,-8.66824,0.001
1392702415620000361,20000361,41.1479,-8.59918,41.1479,-8.59917,0.001
1392708078620000484,20000484,41.1569,-8.62217,41.1569,-8.62217,0.001
1392714448620000443,20000443,41.1446,-8.60646,41.1446,-8.60645,0.001
1392734644620000502,20000502,41.1571,-8.61112,41.1571,-8.61111,0.001
1392745419620000543,20000543,41.181,-8.66506,41.1809,-8.66506,0.001
1392787414620000454,20000454,41.149,-8.58576,41.149,-8.58576,0.001
1392816672620000663,20000663,41.1431,-8.60851,41.1431,-8.6085,0.001
1392821979620000616,20000616,41.1519,-8.65512,41.1519,-8.65512,0.001
1392827990620000543,20000543,41.2059,-8.54275,41.2059,-8.54275,0.001
1392830002620000257,20000257,41.2268,-8.53908,41.2268,-8.53908,0.001
1392887706620000066,20000066,41.1796,-8.60198,41.1796,-8.60199,0.001
1392898674620000245,20000245,41.1492,-8.61147,41.1492,-8.61147,0.001
1393166276620000624,20000624,41.1592,-8.68357,41.1592,-8.68356,0.001
1393216505620000011,20000011,41.1853,-8.63187,41.1853,-8.63188,0.001
1393243005620000308,20000308,41.155,-8.63038,41.155,-8.63039,0.001
1393257494620000680,20000680,41.1452,-8.61067,41.1452,-8.61068,0.001
1393275093620000657,20000657,41.1669,-8.66744,41.1669,-8.66743,0.001
1393294441620000657,20000657,41.1662,-8.68583,41.1662,-8.68583,0.001
1393305115620000620,20000620,41.1477,-8.61012,41.1477,-8.61013,0.001
1393316848620000549,20000549,41.1783,-8.58037,41.1784,-8.58037,0.001
1393321502620000665,20000665,41.1518,-8.60967,41.1518,-8.60968,0.001
1393324632620000620,20000620,41.1613,-8.65721,41.1612,-8.65722,0.001
1393325403620000108,20000108,41.1736,-8.65474,41.1736,-8.65473,0.001
1393353068620000516,20000516,41.1494,-8.59992,41.1494,-8.59992,0.001
1393372993620000362,20000362,41.1647,-8.5831,41.1647,-8.58311,0.001
1393406158620000620,20000620,41.1645,-8.63234,41.1645,-8.63234,0.001
1393426884620000664,20000664,41.1629,-8.62233,41.1629,-8.62233,0.001
1393444274620000173,20000173,41.1732,-8.61683,41.1732,-8.61683,0.001
1393491113620000387,20000387,41.162,-8.58784,41.162,-8.58784,0.001
1393555964620000601,20000601,41.1773,-8.59707,41.1773,-8.59706,0.001
1393603184620000256,20000256,41.1597,-8.61181,41.1597,-8.6118,0.001
1393646893620000119,20000119,41.1488,-8.67279,41.1488,-8.67278,0.001
1393664070620000664,20000664,41.1703,-8.66119,41.1703,-8.66119,0.001
1393691740620000540,20000540,41.1493,-8.59947,41.1493,-8.59948,0.001
1393700247620000500,20000500,41.1484,-8.58595,41.1484,-8.58595,0.001
1393730545620000483,20000483,41.1471,-8.61641,41.1471,-8.6164,0.001
1393838609620000207,20000207,41.1517,-8.64738,41.1517,-8.64737,0.001
1393869072620000243,20000243,41.1631,-8.58438,41.1631,-8.58437,0.001
1393869271620000066,20000066,41.1412,-8.59788,41.1412,-8.59789,0.001
1393886487620000309,20000309,41.1511,-8.60928,41.1511,-8.60927,0.001
1393910508620000048,20000048,41.1591,-8.68346,41.1591,-8.68347,0.001
1393989675620000307,20000307,41.1435,-8.61199,41.1435,-8.612,0.001
1393995605620000066,20000066,41.1704,-8.62081,41.1704,-8.6208,0.001
1394019952620000523,20000523,41.1723,-8.6339,41.1723,-8.63391,0.001
1394030537620000562,20000562,41.1494,-8.58397,41.1494,-8.58396,0.001
1394037862620000362,20000362,41.1694,-8.64979,41.1694,-8.6498,0.001
1394074549620000066,20000066,41.2004,-8.56551,41.2004,-8.56552,0.001
1394098073620000013,20000013,41.3485,-8.54201,41.3485,-8.54201,0.001
1394099875620000321,20000321,41.1433,-8.63789,41.1433,-8.63788,0.001
1394120788620000048,20000048,41.1682,-8.68933,41.1681,-8.68934,0.001
1394126638620000187,20000187,41.1733,-8.61683,41.1733,-8.61684,0.001
1394199132620000326,20000326,41.1484,-8.58593,41.1484,-8.58592,0.001
1394200939620000386,20000386,41.1484,-8.58564,41.1484,-8.58563,0.001
1394202802620000157,20000157,41.1501,-8.66571,41.1501,-8.6657,0.001
1394299884620000031,20000031,41.1733,-8.61685,41.1733,-8.61684,0.001
1394305994620000026,20000026,41.1631,-8.58432,41.1631,-8.58433,0.001
1394384356620000015,20000015,41.1483,-8.58581,41.1483,-8.5858,0.001
1394506545620000483,20000483,41.1471,-8.61638,41.1471,-8.61637,0.001
1394507740620000260,20000260,41.1816,-8.53609,41.1816,-8.53608,0.001
1394536757620000333,20000333,41.1846,-8.59184,41.1846,-8.59184,0.001
1394541303620000680,20000680,41.1451,-8.61055,41.1451,-8.61055,0.001
1394601556620000066,20000066,41.2451,-8.59794,41.2451,-8.59795,0.001
1394703905620000321,20000321,41.1447,-8.6065,41.1447,-8.6065,0.001
1394705601620000472,20000472,41.1446,-8.60666,41.1446,-8.60666,0.001
1394786078620000140,20000140,41.16,-8.65032,41.16,-8.65032,0.001
1394787652620000632,20000632,41.1557,-8.57524,41.1557,-8.57524,0.001
1394858540620000081,20000081,41.1864,-8.69295,41.1864,-8.69296,0.001
1394878930620000304,20000304,41.1498,-8.6719,41.1499,-8.67189,0.001
1394957201620000341,20000341,41.1463,-8.58834,41.1463,-8.58835,0.001
1395047858620000128,20000128,41.1733,-8.61685,41.1733,-8.61684,0.001
1395056391620000577,20000577,41.1796,-8.60291,41.1797,-8.60292,0.001
1395145804620000303,20000303,41.1597,-8.62073,41.1597,-8.62072,0.001
1395228202620000688,20000688,41.1519,-8.64746,41.1519,-8.64745,0.001
1395248108620000032,20000032,41.1605,-8.64545,41.1605,-8.64545,0.001
1395320886620000199,20000199,41.1447,-8.60646,41.1446,-8.60646,0.001
1395339389620000257,20000257,41.2268,-8.53912,41.2268,-8.53911,0.001
1395392562620000080,20000080,41.1469,-8.61136,41.1469,-8.61138,0.001
1395415121620000296,20000296,41.1679,-8.61536,41.1679,-8.61537,0.001
1395463726620000009,20000009,41.1676,-8.6043,41.1677,-8.6043,0.001
1395539541620000179,20000179,41.1636,-8.61101,41.1636,-8.61101,0.001
1395541697620000381,20000381,41.1847,-8.66402,41.1847,-8.66403,0.001
1395543531620000517,20000517,41.1461,-8.61759,41.1461,-8.6176,0.001
1395550158620000472,20000472,41.1449,-8.61718,41.1449,-8.61717,0.001
1372669341620000388,20000388,41.162,-8.58785,41.162,-8.58784,0.001
1372673753620000495,20000495,41.2413,-8.6693,41.2413,-8.6693,0.001
1372679366620000403,20000403,41.1586,-8.57985,41.1586,-8.57984,0.001
1372696485620000616,20000616,41.1549,-8.64901,41.1549,-8.649,0.001
1372737086620000432,20000432,41.1551,-8.66523,41.1551,-8.66524,0.001
1372753473620000267,20000267,41.1825,-8.59928,41.1825,-8.59929,0.001
1372777488620000012,20000012,41.1637,-8.6645,41.1637,-8.6645,0.001
1372836960620000669,20000669,41.1601,-8.6441,41.1601,-8.6441,0.001
1372845469620000345,20000345,41.1577,-8.6225,41.1577,-8.62249,0.001
1372847039620000520,20000520,41.1611,-8.65736,41.1611,-8.65736,0.001
1372883199620000653,20000653,41.1539,-8.67406,41.1539,-8.67407,0.001
1372946823620000470,20000470,41.1704,-8.66126,41.1704,-8.66126,0.001
1372956462620000053,20000053,41.1721,-8.61123,41.1721,-8.61123,0.001
1372971571620000621,20000621,41.1625,-8.5871,41.1625,-8.58709,0.001
1373017072620000902,20000902,41.161,-8.64067,41.161,-8.64067,0.001
1373051837620000901,20000901,41.1624,-8.65605,41.1624,-8.65604,0.001
1373253918620000005,20000005,41.1481,-8.61974,41.1481,-8.61975,0.001
1373272594620000488,20000488,41.171,-8.65577,41.171,-8.65578,0.001
1373315955620000007,20000007,41.1485,-8.64874,41.1485,-8.64874,0.001
1373383155620000216,20000216,41.1404,-8.61273,41.1404,-8.61273,0.001
1373409003620000370,20000370,41.1625,-8.58711,41.1625,-8.58711,0.001
1373482955620000576,20000576,41.1486,-8.58568,41.1486,-8.58567,0.001
1373534721620000664,20000664,41.1611,-8.60481,41.1611,-8.60481,0.001
1373618458620000476,20000476,41.1558,-8.66371,41.1558,-8.66371,0.001
1373621274620000473,20000473,41.1056,-8.59107,41.1056,-8.59108,0.001
1373675855620000067,20000067,41.1624,-8.6365,41.1624,-8.63652,0.001
1373728346620000591,20000591,41.2069,-8.65962,41.207,-8.65962,0.001
1373762443620000006,20000006,41.1611,-8.68238,41.1611,-8.68237,0.001
1373771301620000406,20000406,41.1604,-8.65921,41.1604,-8.65922,0.001
1373803511620000026,20000026,41.1456,-8.61075,41.1456,-8.61074,0.001
1373821477620000588,20000588,41.1446,-8.60638,41.1446,-8.60639,0.001
1373857699620000492,20000492,41.16,-8.60544,41.16,-8.60545,0.001
1373862598620000009,20000009,41.1594,-8.5801,41.1594,-8.58011,0.001
1373909471620000626,20000626,41.1667,-8.63901,41.1667,-8.63902,0.001
1373965136620000094,20000094,41.1186,-8.64943,41.1186,-8.64942,0.001
1373972592620000488,20000488,41.171,-8.65576,41.171,-8.65576,0.001
1373974888620000676,20000676,41.159,-8.64487,41.159,-8.64486,0.001
1374028028620000610,20000610,41.1518,-8.64654,41.1518,-8.64654,0.001
1374115640620000665,20000665,41.1477,-8.61409,41.1477,-8.6141,0.001
1374258033620000517,20000517,41.1483,-8.58564,41.1483,-8.58565,0.001
1374261176620000160,20000160,41.1485,-8.58562,41.1485,-8.58561,0.001
1374262065620000554,20000554,41.147,-8.61781,41.147,-8.61782,0.001
1374278934620000359,20000359,41.1435,-8.61115,41.1435,-8.61116,0.001
1374333243620000524,20000524,41.1563,-8.65385,41.1563,-8.65384,0.001
1374376537620000667,20000667,41.1482,-8.61242,41.1482,-8.61242,0.001
1374486522620000682,20000682,41.1829,-8.60048,41.1828,-8.60047,0.001
1374519045620000616,20000616,41.1543,-8.6494,41.1544,-8.64939,0.001
1374597336620000002,20000002,41.1708,-8.6386,41.1708,-8.6386,0.001
1374602593620000400,20000400,41.1801,-8.65108,41.1801,-8.65109,0.001
1374700984620000554,20000554,41.1458,-8.61093,41.1458,-8.61092,0.001
1374820143620000151,20000151,41.1491,-8.64348,41.1491,-8.64349,0.001
1374875584620000006,20000006,41.1633,-8.64727,41.1633,-8.64728,0.001
1374884371620000311,20000311,41.1643,-8.60094,41.1643,-8.60093,0.001
1374893383620000513,20000513,41.1725,-8.56717,41.1725,-8.56716,0.001
1374915108620000167,20000167,41.1725,-8.59046,41.1725,-8.59046,0.001
1375012306620000403,20000403,41.1491,-8.58611,41.1491,-8.58611,0.001
1375088165620000304,20000304,41.1538,-8.67413,41.1538,-8.67412,0.001
1375117416620000543,20000543,41.181,-8.66506,41.181,-8.66506,0.001
1375197030620000431,20000431,41.1627,-8.59123,41.1627,-8.59124,0.001
1375202713620000616,20000616,41.1549,-8.64903,41.1549,-8.64903,0.001
1375206305620000026,20000026,41.1446,-8.6063,41.1446,-8.60631,0.001
1375249183620000675,20000675,41.1579,-8.59465,41.1579,-8.59464,0.001
1375249641620000675,20000675,41.1579,-8.59473,41.1579,-8.59474,0.001
1375374884620000273,20000273,41.1489,-8.58578,41.149,-8.58578,0.001
1375375083620000273,20000273,41.149,-8.58577,41.149,-8.58577,0.001
1375377299620000400,20000400,41.1801,-8.65106,41.1801,-8.65107,0.001
1375395586620000403,20000403,41.1823,-8.64633,41.1823,-8.64634,0.001
1375447542620000119,20000119,41.1727,-8.61217,41.1727,-8.61216,0.001
1375530314620000037,20000037,41.1457,-8.61087,41.1457,-8.61087,0.001
1375553317620000612,20000612,41.169,-8.62348,41.169,-8.62348,0.001
1375559578620000548,20000548,41.1602,-8.62842,41.1602,-8.62843,0.001
1375816752620000080,20000080,41.1796,-8.60282,41.1796,-8.60283,0.001
1375852071620000432,20000432,41.162,-8.63987,41.162,-8.63988,0.001
1375880397620000904,20000904,41.1319,-8.55112,41.1319,-8.55112,0.001
1375961604620000276,20000276,41.193,-8.70686,41.193,-8.70687,0.001
