trip_id,taxi_id,start_time,end_time,duration_min
1372895507620000548,20000548,2013-07-03 23:51:47,2013-07-04 00:00:32,8.7500
1372895581620000648,20000648,2013-07-03 23:53:01,2013-07-04 00:05:31,12.5000
1372895586620000304,20000304,2013-07-03 23:53:06,2013-07-04 00:01:51,8.7500
1372895628620000263,20000263,2013-07-03 23:53:48,2013-07-04 00:04:18,10.5000
1372895641620000273,20000273,2013-07-03 23:54:01,2013-07-04 00:01:01,7.0000
1372895647620000612,20000612,2013-07-03 23:54:07,2013-07-04 00:00:37,6.5000
1372895672620000392,20000392,2013-07-03 23:54:32,2013-07-04 00:00:17,5.7500
1372895687620000307,20000307,2013-07-03 23:54:47,2013-07-04 00:04:02,9.2500
1372895757620000325,20000325,2013-07-03 23:55:57,2013-07-04 00:04:42,8.7500
1372895769620000013,20000013,2013-07-03 23:56:09,2013-07-04 00:07:39,11.5000
1372895861620000268,20000268,2013-07-03 23:57:41,2013-07-04 00:07:26,9.7500
1372895875620000395,20000395,2013-07-03 23:57:55,2013-07-04 00:16:25,18.5000
1372895967620000672,20000672,2013-07-03 23:59:27,2013-07-04 00:08:12,8.7500
1372981552620000347,20000347,2013-07-04 23:45:52,2013-07-05 00:04:37,18.7500
1372981586620000434,20000434,2013-07-04 23:46:26,2013-07-05 00:03:26,17.0000
1372981731620000105,20000105,2013-07-04 23:48:51,2013-07-05 00:01:06,12.2500
1372981762620000157,20000157,2013-07-04 23:49:22,2013-07-05 00:03:22,14.0000
1372981862620000589,20000589,2013-07-04 23:51:02,2013-07-05 00:00:32,9.5000
1372982000620000307,20000307,2013-07-04 23:53:20,2013-07-05 00:21:50,28.5000
1372982016620000341,20000341,2013-07-04 23:53:36,2013-07-05 00:01:21,7.7500
1372982045620000406,20000406,2013-07-04 23:54:05,2013-07-05 00:07:20,13.2500
1372982056620000311,20000311,2013-07-04 23:54:16,2013-07-05 00:14:16,20.0000
1372982070620000154,20000154,2013-07-04 23:54:30,2013-07-05 01:10:45,76.2500
1372982086620000160,20000160,2013-07-04 23:54:46,2013-07-05 00:01:01,6.2500
1372982096620000657,20000657,2013-07-04 23:54:56,2013-07-05 00:07:26,12.5000
1372982110620000649,20000649,2013-07-04 23:55:10,2013-07-05 00:05:40,10.5000
1372982133620000570,20000570,2013-07-04 23:55:33,2013-07-05 00:17:48,22.2500
1372982215620000424,20000424,2013-07-04 23:56:55,2013-07-05 00:09:25,12.5000
1372982229620000140,20000140,2013-07-04 23:57:09,2013-07-05 00:09:54,12.7500
1372982258620000310,20000310,2013-07-04 23:57:38,2013-07-05 00:04:23,6.7500
1372982304620000617,20000617,2013-07-04 23:58:24,2013-07-05 00:03:24,5.0000
1372982340620000419,20000419,2013-07-04 23:59:00,2013-07-05 00:07:00,8.0000
1372982368620000610,20000610,2013-07-04 23:59:28,2013-07-05 00:20:43,21.2500
1372982377620000388,20000388,2013-07-04 23:59:37,2013-07-05 00:02:52,3.2500
1373055885620000520,20000520,2013-07-05 20:24:45,2013-07-06 02:45:45,381.0000
1373065507620000395,20000395,2013-07-05 23:05:07,2013-07-06 00:08:22,63.2500
1373067600620000610,20000610,2013-07-05 23:40:00,2013-07-06 00:20:15,40.2500
1373067841620000014,20000014,2013-07-05 23:44:01,2013-07-06 00:01:46,17.7500
1373067847620000337,20000337,2013-07-05 23:44:07,2013-07-06 00:05:52,21.7500
1373067850620000303,20000303,2013-07-05 23:44:10,2013-07-06 00:00:55,16.7500
1373067918620000225,20000225,2013-07-05 23:45:18,2013-07-06 00:00:48,15.5000
1373067980620000157,20000157,2013-07-05 23:46:20,2013-07-06 00:01:05,14.7500
1373068051620000688,20000688,2013-07-05 23:47:31,2013-07-06 00:00:01,12.5000
1373068140620000023,20000023,2013-07-05 23:49:00,2013-07-06 00:02:30,13.5000
1373068182620000488,20000488,2013-07-05 23:49:42,2013-07-06 00:02:27,12.7500
1373068189620000423,20000423,2013-07-05 23:49:49,2013-07-06 00:04:49,15.0000
1373068190620000684,20000684,2013-07-05 23:49:50,2013-07-06 00:03:35,13.7500
1373068232620000154,20000154,2013-07-05 23:50:32,2013-07-06 00:01:32,11.0000
1373068280620000041,20000041,2013-07-05 23:51:20,2013-07-06 00:01:50,10.5000
1373068294620000280,20000280,2013-07-05 23:51:34,2013-07-06 00:01:49,10.2500
1373068298620000388,20000388,2013-07-05 23:51:38,2013-07-06 00:01:38,10.0000
1373068348620000008,20000008,2013-07-05 23:52:28,2013-07-06 00:02:58,10.5000
1373068354620000109,20000109,2013-07-05 23:52:34,2013-07-06 00:09:19,16.7500
1373068388620000310,20000310,2013-07-05 23:53:08,2013-07-06 00:05:08,12.0000
1373068402620000159,20000159,2013-07-05 23:53:22,2013-07-06 00:06:22,13.0000
1373068413620000574,20000574,2013-07-05 23:53:33,2013-07-06 00:02:03,8.5000
1373068416620000675,20000675,2013-07-05 23:53:36,2013-07-06 00:04:21,10.7500
1373068439620000626,20000626,2013-07-05 23:53:59,2013-07-06 00:03:44,9.7500
1373068481620000463,20000463,2013-07-05 23:54:41,2013-07-06 00:10:26,15.7500
1373068499620000142,20000142,2013-07-05 23:54:59,2013-07-06 00:03:29,8.5000
1373068501620000153,20000153,2013-07-05 23:55:01,2013-07-06 00:04:31,9.5000
1373068531620000467,20000467,2013-07-05 23:55:31,2013-07-06 00:03:31,8.0000
1373068536620000554,20000554,2013-07-05 23:55:36,2013-07-06 00:07:36,12.0000
1373068576620000651,20000651,2013-07-05 23:56:16,2013-07-06 00:02:16,6.0000
1373068613620000472,20000472,2013-07-05 23:56:53,2013-07-06 00:01:38,4.7500
1373068674620000450,20000450,2013-07-05 23:57:54,2013-07-06 00:03:54,6.0000
1373068725620000260,20000260,2013-07-05 23:58:45,2013-07-06 00:10:45,12.0000
1373068734620000692,20000692,2013-07-05 23:58:54,2013-07-06 00:07:24,8.5000
1373068747620000588,20000588,2013-07-05 23:59:07,2013-07-06 00:10:52,11.7500
1373068754620000901,20000901,2013-07-05 23:59:14,2013-07-06 00:17:44,18.5000
1373068755620000080,20000080,2013-07-05 23:59:15,2013-07-06 00:04:45,5.5000
1373154225620000648,20000648,2013-07-06 23:43:45,2013-07-07 00:02:15,18.5000
1373154235620000624,20000624,2013-07-06 23:43:55,2013-07-07 00:01:40,17.7500
1373154306620000588,20000588,2013-07-06 23:45:06,2013-07-07 00:04:36,19.5000
1373154438620000010,20000010,2013-07-06 23:47:18,2013-07-07 00:02:03,14.7500
1373154536620000309,20000309,2013-07-06 23:48:56,2013-07-07 00:07:26,18.5000
1373154542620000324,20000324,2013-07-06 23:49:02,2013-07-07 00:01:32,12.5000
1373154630620000235,20000235,2013-07-06 23:50:30,2013-07-07 00:03:45,13.2500
1373154676620000031,20000031,2013-07-06 23:51:16,2013-07-07 00:17:16,26.0000
1373154700620000618,20000618,2013-07-06 23:51:40,2013-07-07 00:02:40,11.0000
1373154709620000675,20000675,2013-07-06 23:51:49,2013-07-07 00:00:49,9.0000
1373154725620000310,20000310,2013-07-06 23:52:05,2013-07-07 00:02:20,10.2500
1373154730620000015,20000015,2013-07-06 23:52:10,2013-07-07 00:02:25,10.2500
1373154730620000520,20000520,2013-07-06 23:52:10,2013-07-07 00:02:55,10.7500
1373154735620000483,20000483,2013-07-06 23:52:15,2013-07-07 00:02:15,10.0000
1373154737620000620,20000620,2013-07-06 23:52:17,2013-07-07 01:00:32,68.2500
1373154739620000243,20000243,2013-07-06 23:52:19,2013-07-07 00:00:49,8.5000
1373154749620000473,20000473,2013-07-06 23:52:29,2013-07-07 00:05:14,12.7500
1373154797620000249,20000249,2013-07-06 23:53:17,2013-07-07 00:07:32,14.2500
1373154803620000406,20000406,2013-07-06 23:53:23,2013-07-07 00:12:38,19.2500
1373154826620000333,20000333,2013-07-06 23:53:46,2013-07-07 00:07:31,13.7500
1373154833620000279,20000279,2013-07-06 23:53:53,2013-07-07 00:05:38,11.7500
1373154838620000904,20000904,2013-07-06 23:53:58,2013-07-07 00:00:58,7.0000
1373154859620000671,20000671,2013-07-06 23:54:19,2013-07-07 00:08:19,14.0000
1373154860620000251,20000251,2013-07-06 23:54:20,2013-07-07 00:05:50,11.5000
1373154890620000667,20000667,2013-07-06 23:54:50,2013-07-07 00:06:35,11.7500
1373154929620000008,20000008,2013-07-06 23:55:29,2013-07-07 00:13:59,18.5000
1373154940620000276,20000276,2013-07-06 23:55:40,2013-07-07 00:00:10,4.5000
1373154952620000081,20000081,2013-07-06 23:55:52,2013-07-07 00:02:22,6.5000
1373154961620000561,20000561,2013-07-06 23:56:01,2013-07-07 00:06:01,10.0000
1373154963620000529,20000529,2013-07-06 23:56:03,2013-07-07 00:00:48,4.7500
1373154980620000195,20000195,2013-07-06 23:56:20,2013-07-07 00:00:35,4.2500
1373154981620000688,20000688,2013-07-06 23:56:21,2013-07-07 00:02:51,6.5000
1373154990620000617,20000617,2013-07-06 23:56:30,2013-07-07 00:02:30,6.0000
1373155003620000285,20000285,2013-07-06 23:56:43,2013-07-07 00:10:13,13.5000
1373155004620000571,20000571,2013-07-06 23:56:44,2013-07-07 00:04:59,8.2500
1373155016620000004,20000004,2013-07-06 23:56:56,2013-07-07 00:02:41,5.7500
1373155017620000657,20000657,2013-07-06 23:56:57,2013-07-07 00:14:42,17.7500
1373155048620000013,20000013,2013-07-06 23:57:28,2013-07-07 00:09:58,12.5000
1373155055620000395,20000395,2013-07-06 23:57:35,2013-07-07 00:03:05,5.5000
1373155108620000541,20000541,2013-07-06 23:58:28,2013-07-07 00:21:58,23.5000
1373155115620000611,20000611,2013-07-06 23:58:35,2013-07-07 00:08:50,10.2500
1373155116620000242,20000242,2013-07-06 23:58:36,2013-07-07 00:11:36,13.0000
1373155126620000370,20000370,2013-07-06 23:58:46,2013-07-07 00:06:46,8.0000
1373155143620000463,20000463,2013-07-06 23:59:03,2013-07-07 00:09:03,10.0000
1373155145620000640,20000640,2013-07-06 23:59:05,2013-07-07 00:02:35,3.5000
1373155153620000196,20000196,2013-07-06 23:59:13,2013-07-07 00:09:43,10.5000
1373155159620000105,20000105,2013-07-06 23:59:19,2013-07-07 00:06:34,7.2500
1373155168620000347,20000347,2013-07-06 23:59:28,2013-07-07 00:13:28,14.0000
1373239941620000395,20000395,2013-07-07 23:32:21,2013-07-08 00:16:06,43.7500
1373240168620000435,20000435,2013-07-07 23:36:08,2013-07-08 00:06:38,30.5000
1373240264620000190,20000190,2013-07-07 23:37:44,2013-07-08 00:08:44,31.0000
1373241099620000610,20000610,2013-07-07 23:51:39,2013-07-08 00:04:24,12.7500
1373241247620000423,20000423,2013-07-07 23:54:07,2013-07-08 00:01:52,7.7500
1373241253620000154,20000154,2013-07-07 23:54:13,2013-07-08 00:05:43,11.5000
1373241276620000233,20000233,2013-07-07 23:54:36,2013-07-08 00:10:21,15.7500
1373241357620000199,20000199,2013-07-07 23:55:57,2013-07-08 00:05:57,10.0000
1373241379620000356,20000356,2013-07-07 23:56:19,2013-07-08 00:06:19,10.0000
1373241393620000171,20000171,2013-07-07 23:56:33,2013-07-08 00:10:48,14.2500
1373241412620000003,20000003,2013-07-07 23:56:52,2013-07-08 00:06:52,10.0000
1373241475620000458,20000458,2013-07-07 23:57:55,2013-07-08 00:18:25,20.5000
1373241483620000367,20000367,2013-07-07 23:58:03,2013-07-08 00:07:03,9.0000
1373241517620000285,20000285,2013-07-07 23:58:37,2013-07-08 00:16:22,17.7500
1373241518620000692,20000692,2013-07-07 23:58:38,2013-07-08 00:07:53,9.2500
1373241566620000688,20000688,2013-07-07 23:59:26,2013-07-08 00:08:56,9.5000
1373241584620000600,20000600,2013-07-07 23:59:44,2013-07-08 00:34:29,34.7500
1373241589620000263,20000263,2013-07-07 23:59:49,2013-07-08 00:17:34,17.7500
1373241593620000344,20000344,2013-07-07 23:59:53,2013-07-08 01:11:38,71.7500
1373309660620000520,20000520,2013-07-08 18:54:20,2013-07-09 03:37:05,522.7500
1373324155620000665,20000665,2013-07-08 22:55:55,2013-07-09 00:57:25,121.5000
1373326470620000356,20000356,2013-07-08 23:34:30,2013-07-09 00:56:00,81.5000
1373326738620000178,20000178,2013-07-08 23:38:58,2013-07-09 00:10:43,31.7500
1373326960620000215,20000215,2013-07-08 23:42:40,2013-07-09 00:09:10,26.5000
1373327058620000672,20000672,2013-07-08 23:44:18,2013-07-09 00:03:03,18.7500
1373327098620000561,20000561,2013-07-08 23:44:58,2013-07-09 00:00:58,16.0000
1373327207620000529,20000529,2013-07-08 23:46:47,2013-07-09 00:01:32,14.7500
1373327367620000525,20000525,2013-07-08 23:49:27,2013-07-09 00:03:42,14.2500
1373327470620000424,20000424,2013-07-08 23:51:10,2013-07-09 00:05:55,14.7500
1373327542620000451,20000451,2013-07-08 23:52:22,2013-07-09 01:14:07,81.7500
1373327552620000260,20000260,2013-07-08 23:52:32,2013-07-09 00:02:02,9.5000
1373327594620000692,20000692,2013-07-08 23:53:14,2013-07-09 00:01:29,8.2500
1373327662620000372,20000372,2013-07-08 23:54:22,2013-07-09 00:02:07,7.7500
1373327691620000472,20000472,2013-07-08 23:54:51,2013-07-09 00:03:36,8.7500
1373327710620000603,20000603,2013-07-08 23:55:10,2013-07-09 00:03:40,8.5000
1373327839620000435,20000435,2013-07-08 23:57:19,2013-07-09 00:03:49,6.5000
1373327841620000116,20000116,2013-07-08 23:57:21,2013-07-09 00:07:36,10.2500
1373327868620000328,20000328,2013-07-08 23:57:48,2013-07-09 00:04:03,6.2500
1373327878620000574,20000574,2013-07-08 23:57:58,2013-07-09 00:22:13,24.2500
1373327893620000307,20000307,2013-07-08 23:58:13,2013-07-09 00:18:13,20.0000
1373327944620000310,20000310,2013-07-08 23:59:04,2013-07-09 00:03:34,4.5000
1373327963620000649,20000649,2013-07-08 23:59:23,2013-07-09 00:09:08,9.7500
1373327983620000600,20000600,2013-07-08 23:59:43,2013-07-09 00:05:43,6.0000
1373327994620000153,20000153,2013-07-08 23:59:54,2013-07-09 00:04:54,5.0000
1373413312620000037,20000037,2013-07-09 23:41:52,2013-07-10 00:03:22,21.5000
1373413398620000311,20000311,2013-07-09 23:43:18,2013-07-10 00:11:18,28.0000
1373413591620000620,20000620,2013-07-09 23:46:31,2013-07-10 00:13:01,26.5000
1373413676620000598,20000598,2013-07-09 23:47:56,2013-07-10 00:13:26,25.5000
1373413952620000684,20000684,2013-07-09 23:52:32,2013-07-10 00:01:17,8.7500
1373413960620000160,20000160,2013-07-09 23:52:40,2013-07-10 00:01:25,8.7500
1373414024620000356,20000356,2013-07-09 23:53:44,2013-07-10 00:23:14,29.5000
1373414130620000013,20000013,2013-07-09 23:55:30,2013-07-10 00:08:45,13.2500
1373414269620000430,20000430,2013-07-09 23:57:49,2013-07-10 00:07:04,9.2500
1373414284620000010,20000010,2013-07-09 23:58:04,2013-07-10 00:06:19,8.2500
1373414301620000529,20000529,2013-07-09 23:58:21,2013-07-10 00:07:36,9.2500
1373414340620000435,20000435,2013-07-09 23:59:00,2013-07-10 00:03:00,4.0000
1373499792620000263,20000263,2013-07-10 23:43:12,2013-07-11 00:04:42,21.5000
1373500060620000395,20000395,2013-07-10 23:47:40,2013-07-11 00:18:10,30.5000
1373500115620000574,20000574,2013-07-10 23:48:35,2013-07-11 00:04:20,15.7500
1373500118620000626,20000626,2013-07-10 23:48:38,2013-07-11 00:03:08,14.5000
1373500197620000620,20000620,2013-07-10 23:49:57,2013-07-11 00:03:42,13.7500
1373500240620000341,20000341,2013-07-10 23:50:40,2013-07-11 00:05:10,14.5000
1373500405620000488,20000488,2013-07-10 23:53:25,2013-07-11 00:02:10,8.7500
1373500448620000360,20000360,2013-07-10 23:54:08,2013-07-11 00:02:38,8.5000
1373500449620000333,20000333,2013-07-10 23:54:09,2013-07-11 00:43:24,49.2500
1373500464620000009,20000009,2013-07-10 23:54:24,2013-07-11 00:05:09,10.7500
1373500475620000370,20000370,2013-07-10 23:54:35,2013-07-11 00:03:20,8.7500
1373500490620000013,20000013,2013-07-10 23:54:50,2013-07-11 00:06:35,11.7500
1373500553620000037,20000037,2013-07-10 23:55:53,2013-07-11 00:17:08,21.2500
1373500603620000600,20000600,2013-07-10 23:56:43,2013-07-11 00:05:58,9.2500
1373500622620000136,20000136,2013-07-10 23:57:02,2013-07-11 00:06:47,9.7500
1373500628620000304,20000304,2013-07-10 23:57:08,2013-07-11 00:04:53,7.7500
1373500719620000023,20000023,2013-07-10 23:58:39,2013-07-11 00:09:24,10.7500
1373500735620000570,20000570,2013-07-10 23:58:55,2013-07-11 00:07:25,8.5000
1373500785620000307,20000307,2013-07-10 23:59:45,2013-07-11 00:39:15,39.5000
1373500796620000612,20000612,2013-07-10 23:59:56,2013-07-11 00:06:11,6.2500
1373582961620000304,20000304,2013-07-11 22:49:21,2013-07-12 00:04:36,75.2500
1373583286620000451,20000451,2013-07-11 22:54:46,2013-07-12 00:06:16,71.5000
1373585768620000662,20000662,2013-07-11 23:36:08,2013-07-12 00:00:38,24.5000
1373586379620000577,20000577,2013-07-11 23:46:19,2013-07-12 00:01:19,15.0000
1373586611620000612,20000612,2013-07-11 23:50:11,2013-07-12 00:06:41,16.5000
1373586696620000347,20000347,2013-07-11 23:51:36,2013-07-12 00:08:06,16.5000
1373586697620000640,20000640,2013-07-11 23:51:37,2013-07-12 00:04:07,12.5000
1373586708620000372,20000372,2013-07-11 23:51:48,2013-07-12 00:01:18,9.5000
1373586713620000649,20000649,2013-07-11 23:51:53,2013-07-12 00:02:23,10.5000
1373586755620000179,20000179,2013-07-11 23:52:35,2013-07-12 00:03:35,11.0000
1373586794620000903,20000903,2013-07-11 23:53:14,2013-07-12 00:00:59,7.7500
1373586842620000488,20000488,2013-07-11 23:54:02,2013-07-12 00:06:32,12.5000
1373586846620000481,20000481,2013-07-11 23:54:06,2013-07-12 00:02:06,8.0000
1373586873620000482,20000482,2013-07-11 23:54:33,2013-07-12 00:11:03,16.5000
1373586977620000497,20000497,2013-07-11 23:56:17,2013-07-12 00:03:47,7.5000
1373587054620000140,20000140,2013-07-11 23:57:34,2013-07-12 00:06:34,9.0000
1373587056620000473,20000473,2013-07-11 23:57:36,2013-07-12 00:11:36,14.0000
1373587068620000051,20000051,2013-07-11 23:57:48,2013-07-12 00:06:48,9.0000
1373587107620000688,20000688,2013-07-11 23:58:27,2013-07-12 00:11:57,13.5000
1373587136620000305,20000305,2013-07-11 23:58:56,2013-07-12 00:09:56,11.0000
1373587173620000589,20000589,2013-07-11 23:59:33,2013-07-12 00:04:33,5.0000
1373671725620000108,20000108,2013-07-12 23:28:45,2013-07-13 00:19:45,51.0000
1373672694620000337,20000337,2013-07-12 23:44:54,2013-07-13 00:00:09,15.2500
1373672712620000525,20000525,2013-07-12 23:45:12,2013-07-13 00:01:57,16.7500
1373672714620000345,20000345,2013-07-12 23:45:14,2013-07-13 00:07:44,22.5000
1373672810620000004,20000004,2013-07-12 23:46:50,2013-07-13 00:23:20,36.5000
1373672823620000664,20000664,2013-07-12 23:47:03,2013-07-13 00:11:18,24.2500
1373672825620000674,20000674,2013-07-12 23:47:05,2013-07-13 00:09:50,22.7500
1373673059620000589,20000589,2013-07-12 23:50:59,2013-07-13 00:01:29,10.5000
1373673096620000320,20000320,2013-07-12 23:51:36,2013-07-13 00:08:36,17.0000
1373673136620000626,20000626,2013-07-12 23:52:16,2013-07-13 00:02:01,9.7500
1373673137620000334,20000334,2013-07-12 23:52:17,2013-07-13 00:13:17,21.0000
1373673199620000600,20000600,2013-07-12 23:53:19,2013-07-13 00:05:49,12.5000
1373673228620000570,20000570,2013-07-12 23:53:48,2013-07-13 00:01:18,7.5000
1373673250620000514,20000514,2013-07-12 23:54:10,2013-07-13 00:03:25,9.2500
1373673266620000030,20000030,2013-07-12 23:54:26,2013-07-13 00:03:41,9.2500
1373673327620000171,20000171,2013-07-12 23:55:27,2013-07-13 00:08:12,12.7500
1373673333620000648,20000648,2013-07-12 23:55:33,2013-07-13 00:09:48,14.2500
1373673337620000256,20000256,2013-07-12 23:55:37,2013-07-13 00:02:22,6.7500
1373673339620000430,20000430,2013-07-12 23:55:39,2013-07-13 00:12:09,16.5000
1373673344620000424,20000424,2013-07-12 23:55:44,2013-07-13 00:06:14,10.5000
1373673356620000409,20000409,2013-07-12 23:55:56,2013-07-13 00:03:41,7.7500
1373673360620000273,20000273,2013-07-12 23:56:00,2013-07-13 00:16:00,20.0000
1373673363620000002,20000002,2013-07-12 23:56:03,2013-07-13 00:05:33,9.5000
1373673411620000549,20000549,2013-07-12 23:56:51,2013-07-13 00:03:36,6.7500
1373673420620000014,20000014,2013-07-12 23:57:00,2013-07-13 00:07:15,10.2500
1373673439620000199,20000199,2013-07-12 23:57:19,2013-07-13 00:05:19,8.0000
1373673481620000353,20000353,2013-07-12 23:58:01,2013-07-13 00:14:01,16.0000
1373673485620000423,20000423,2013-07-12 23:58:05,2013-07-13 00:08:20,10.2500
1373673489620000136,20000136,2013-07-12 23:58:09,2013-07-13 00:06:39,8.5000
1373673519620000398,20000398,2013-07-12 23:58:39,2013-07-13 00:12:24,13.7500
1373673560620000309,20000309,2013-07-12 23:59:20,2013-07-13 00:08:35,9.2500
1373673567620000572,20000572,2013-07-12 23:59:27,2013-07-13 00:12:12,12.7500
1373673576620000233,20000233,2013-07-12 23:59:36,2013-07-13 00:13:06,13.5000
1373673584620000255,20000255,2013-07-12 23:59:44,2013-07-13 00:25:14,25.5000
1373673599620000651,20000651,2013-07-12 23:59:59,2013-07-13 00:11:44,11.7500
1373757227620000665,20000665,2013-07-13 23:13:47,2013-07-14 00:17:47,64.0000
1373758416620000574,20000574,2013-07-13 23:33:36,2013-07-14 00:06:21,32.7500
1373758493620000347,20000347,2013-07-13 23:34:53,2013-07-14 00:10:08,35.2500
1373758655620000440,20000440,2013-07-13 23:37:35,2013-07-14 00:05:50,28.2500
1373759138620000179,20000179,2013-07-13 23:45:38,2013-07-14 00:04:53,19.2500
1373759473620000304,20000304,2013-07-13 23:51:13,2013-07-14 00:06:28,15.2500
1373759495620000167,20000167,2013-07-13 23:51:35,2013-07-14 00:03:35,12.0000
1373759580620000601,20000601,2013-07-13 23:53:00,2013-07-14 00:01:00,8.0000
1373759598620000364,20000364,2013-07-13 23:53:18,2013-07-14 00:01:03,7.7500
1373759610620000051,20000051,2013-07-13 23:53:30,2013-07-14 00:06:15,12.7500
1373759614620000297,20000297,2013-07-13 23:53:34,2013-07-14 00:05:34,12.0000
1373759653620000395,20000395,2013-07-13 23:54:13,2013-07-14 00:16:28,22.2500
1373759669620000359,20000359,2013-07-13 23:54:29,2013-07-14 00:05:59,11.5000
1373759689620000042,20000042,2013-07-13 23:54:49,2013-07-14 00:00:04,5.2500
1373759701620000450,20000450,2013-07-13 23:55:01,2013-07-14 00:00:01,5.0000
1373759737620000014,20000014,2013-07-13 23:55:37,2013-07-14 00:01:07,5.5000
1373759737620000571,20000571,2013-07-13 23:55:37,2013-07-14 00:03:37,8.0000
